RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2025,2/28/2025,3/31/2025,HousePriceAverage
396083,5095,Leola,city,PA,PA,"Lancaster, PA",Lancaster County,380172.3008441893,381627.91537117615,382076.4282838514,381292.2148
43226,5096,Trenton,city,FL,FL,"Gainesville, FL",Gilchrist County,283503.26074435865,284750.99252493435,285353.40549377905,284535.8863
42174,5097,Hellertown,city,PA,PA,"Allentown-Bethlehem-Easton, PA-NJ",Northampton County,349959.37664877885,350836.71498968196,351859.7543395427,350885.282
398733,5098,Jackson,city,WI,WI,"Milwaukee-Waukesha, WI",Washington County,392305.52035382047,393988.63643025636,395579.3714994002,393957.8428
8679,5099,Finksburg,city,MD,MD,"Baltimore-Columbia-Towson, MD",Carroll County,544686.8828053976,545820.2868943113,546777.6773111108,545761.6157
3468,5100,Aspen,city,CO,CO,"Glenwood Springs, CO",Pitkin County,3469012.423482897,3473634.843,3476055.7183175045,3472900.995
55165,5101,Wheelersburg,city,OH,OH,"Portsmouth, OH",Scioto County,180260.25073716012,181763.94561632405,182489.70399861073,181504.6335
25247,5102,Indianola,city,MS,MS,"Indianola, MS",Sunflower County,89332.20699261704,91013.76350703549,92532.33830706129,90959.43627
6597,5103,Powell,city,WY,WY,,Park County,419757.10746707645,421750.0113497721,422382.9482753237,421296.689
51227,5104,Caldwell,city,TX,TX,"College Station-Bryan, TX",Burleson County,273019.3050296268,273974.3763175616,273864.58891924197,273619.4234
52833,5106,Lacombe,city,LA,LA,"New Orleans-Metairie, LA",Saint Tammany Parish,208968.5084774315,209932.2998086899,210680.91082501548,209860.573
116032,5107,La Riviera,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,484439.40920664533,483907.54539435264,482480.9997215364,483609.3181
23903,5108,Cahokia,city,IL,IL,"St. Louis, MO-IL",Saint Clair County,52054.76916484535,52018.68321866655,51732.45622611523,51935.30287
40782,5109,Schiller Park,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,292654.5211991148,294343.89823363075,295648.1325060835,294215.5173
30878,5110,Chillicothe,city,MO,MO,,Livingston County,167946.63401870723,169203.4607771664,170237.12691349958,169129.0739
18069,5112,Falling Waters,city,WV,WV,"Hagerstown-Martinsburg, MD-WV",Berkeley County,325358.88982144085,326834.73825552413,327638.0945315635,326610.5742
34141,5113,Stevensville,city,MT,MT,,Ravalli County,594293.1245640569,595658.0406,595359.3246939977,595103.4966
12796,5114,Monmouth,city,IL,IL,,Warren County,96111.29774146345,96364.82963023765,96463.49732252442,96313.20823
5746,5115,Macedonia,city,OH,OH,"Akron, OH",Summit County,325070.0691381846,326427.5431439618,327410.9419302498,326302.8514
29102,5116,Ripley,city,MS,MS,,Tippah County,140566.54170412468,140825.20462126058,140649.15272094496,140680.2997
34864,5117,Wilton Manors,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,598735.9425040778,598842.0584829998,597538.0956553603,598372.0322
13972,5117,Springville,city,AL,AL,"Birmingham-Hoover, AL",Saint Clair County,318832.74258719763,319214.6257166661,319060.51208097715,319035.9601
396619,5119,Flat Rock,city,NC,NC,"Asheville, NC",Henderson County,474863.4237840601,475758.2470533815,475872.7301157263,475498.1337
46826,5120,Norwell,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County,979314.8569415122,986506.9618347002,991995.2695881078,985939.0295
34221,5120,Syracuse,city,IN,IN,"Warsaw, IN",Kosciusko County,353374.33740332007,353542.5006843621,353099.35851217574,353338.7322
41501,5122,Villas,city,NJ,NJ,"Ocean City, NJ",Cape May County,363960.2298559065,363771.3107778959,362527.0215487199,363419.5207
4344,5123,Delphos,city,OH,OH,"Lima, OH",Allen County,185664.77766711413,186425.50138049645,186412.8478831503,186167.709
34217,5124,Sylvester,city,GA,GA,"Albany, GA",Worth County,147225.51963372933,147379.03647626046,146738.93815872827,147114.4981
29979,5125,Flossmoor,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,321268.34525598603,320942.36413764243,320808.9056392321,321006.5383
3681,5126,Bishopville,city,SC,SC,,Lee County,130496.54988138813,131280.08272860022,130954.40326666816,130910.3453
47631,5127,Seminole,city,OK,OK,,Seminole County,112568.23050848546,113635.66539032494,114048.70173571429,113417.5325
397057,5128,Groton,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,764960.6512863305,766118.4240541518,766484.4980566254,765854.5245
43813,5128,Aberdeen,city,MS,MS,,Monroe County,128984.17696180387,131242.47290339426,133624.31081548004,131283.6536
14799,5130,Corryton,city,TN,TN,"Knoxville, TN",Knox County,318515.68658592843,319938.5168086056,320549.67705378635,319667.9601
56738,5130,Warren,city,RI,RI,"Providence-Warwick, RI-MA",Bristol County,506265.58829890704,505133.5829467676,503874.1791186191,505091.1168
15793,5132,Liberty,city,NC,NC,"Greensboro-High Point, NC",Randolph County,262921.4231548396,265171.24978884705,266032.86342616286,264708.5121
3624,5133,Bellville,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Austin County,395991.61094284354,396802.9471525475,397021.5610179515,396605.373
15223,5134,Hohenwald,city,TN,TN,,Lewis County,219660.13554592614,220648.83743303388,220825.58872540612,220378.1872
46209,5136,Leicester,city,MA,MA,"Worcester, MA-CT",Worcester County,436092.0884295725,437000.88476312446,436319.0427566112,436470.672
6783,5137,Riverdale,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,110103.55939651316,109749.43866277025,109564.25471416407,109805.7509
43791,5137,Adel,city,IA,IA,"Des Moines-West Des Moines, IA",Dallas County,387889.9805539381,388710.54051407677,388878.42088257667,388492.9807
23884,5139,Burkburnett,city,TX,TX,"Wichita Falls, TX",Wichita County,172559.85692219433,173088.01265811056,172807.0727661863,172818.3141
53952,5140,Pompton Lakes,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,514034.07558375906,515846.4706859493,517199.8237,515693.4567
49974,5141,Taneytown,city,MD,MD,"Baltimore-Columbia-Towson, MD",Carroll County,391008.0700837619,391242.09520070435,390923.7231836953,391057.9628
123825,5141,Callaway,city,FL,FL,"Panama City, FL",Bay County,261981.73570089365,262215.04760118166,262522.56558548345,262239.783
18564,5143,High Springs,city,FL,FL,"Gainesville, FL",Alachua County,318760.1559848773,319070.5619656655,318987.18285896326,318939.3003
14934,5144,Breckenridge,city,CO,CO,"Breckenridge, CO",Summit County,1163593.7357523304,1161560.9772067694,1161207.698740557,1162120.804
829611,5144,Southampton,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,2067019.1935340955,2073609.3201655063,2085948.5215053551,2075525.678
45129,5146,Elkmont,city,AL,AL,"Huntsville, AL",Limestone County,258982.40616540096,260014.4756964237,260318.3877183688,259771.7565
52994,5147,Little Canada,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,356091.5449833291,356612.2857110671,355867.07012977375,356190.3003
15404,5148,Gypsum,city,CO,CO,"Glenwood Springs, CO",Garfield County,734420.1869208909,734884.0560759752,734374.3528446065,734559.5319
42658,5148,Navarre,city,OH,OH,"Canton-Massillon, OH",Stark County,216678.1318383934,218352.33127628124,218689.5618462289,217906.675
35607,5150,Falmouth,city,ME,ME,"Portland-South Portland, ME",Cumberland County,867984.5733,864442.2386080036,862316.9519585641,864914.588
24594,5151,Endwell,city,NY,NY,"Binghamton, NY",Broome County,196677.64257283424,196882.86522161763,196719.43897966013,196759.9823
42845,5152,Lindon,city,UT,UT,"Provo-Orem, UT",Utah County,703193.3582730585,704785.1091201482,704610.4557944699,704196.3077
14795,5153,Carterville,city,IL,IL,"Carbondale-Marion, IL",Williamson County,175959.93918456766,176685.6314705717,177459.06260573966,176701.5444
11527,5154,Franklin Lakes,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Bergen County,1452190.3636469424,1457291.357544307,1468158.98,1459213.567
4928,5155,Golden Valley,city,AZ,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,246264.49116224935,246679.7557973684,247061.56236480337,246668.6031
17295,5156,Capitol Heights,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,328440.77619142615,329092.5160492556,328808.05392570095,328780.4487
4184,5157,Commerce,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Hunt County,212209.8283984482,212665.30680826513,212630.72049833395,212501.9519
40958,5157,Somers,city,WI,WI,"Chicago-Naperville-Elgin, IL-IN-WI",Kenosha County,334875.1148918709,337443.7348986327,338984.2382620554,337101.0294
28546,5159,Elkin,city,NC,NC,"Mount Airy, NC",Surry County,214622.7279726827,215201.11882157868,213409.43696627722,214411.0946
21816,5160,Henryetta,city,OK,OK,"Tulsa, OK",Okmulgee County,101199.54511303878,102216.84126108642,102556.22117074503,101990.8692
22273,5161,Nashville,city,GA,GA,,Berrien County,171578.14687906395,172129.14909230574,171596.20384842085,171767.8333
44145,5162,Berwyn,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,885307.7144036609,889863.4570655316,894774.5408809641,889981.9041
31011,5163,Conley,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,234712.8997695771,232816.943,230614.40094246194,232714.7479
4144,5164,Clyde,city,NC,NC,"Asheville, NC",Haywood County,337202.93044734746,338948.40239537606,339723.9735612723,338625.1021
14875,5165,Dalhart,city,TX,TX,,Dallam County,181538.94895706148,182481.6151422696,183302.26889954915,182440.9443
29371,5166,Swainsboro,city,GA,GA,,Emanuel County,123272.3892259089,122516.19285915086,121062.92846287896,122283.8368
45903,5167,Itasca,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,419128.1700515162,421260.6079,423101.28298270033,421163.3536
397625,5168,Granby,city,CT,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,446393.0139873512,447022.7476495658,447772.10465509264,447062.6221
18876,5169,La Junta,city,CO,CO,,Otero County,159509.7043425498,161031.2581290235,161445.70696230553,160662.2231
9729,5170,Carleton,city,MI,MI,"Monroe, MI",Monroe County,304701.1838591636,306581.14133900957,308008.5635667309,306430.2963
45705,5171,Hebron,city,IN,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Porter County,308927.6126572182,310268.5856652294,310545.4159529653,309913.8714
48392,5172,Wells,city,ME,ME,"Portland-South Portland, ME",York County,545919.4605034005,551733.2196,555304.3389196991,550985.673
35457,5175,Holbrook,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,536410.0522544448,536355.8915679968,534762.6207161617,535842.8548
50934,5177,Bedford Heights,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,179712.52056718394,180974.60368202455,182007.10504039717,180898.0764
15271,5178,Elwood,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Madison County,135113.9254150308,135413.92769949642,135474.42120950815,135334.0914
9039,5179,Norfolk,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,790108.5145872403,792309.7264274061,793298.0224179374,791905.4211
6015,5180,Monroe,city,OH,OH,"Cincinnati, OH-KY-IN",Butler County,330639.6126780797,333367.34911592514,335495.45199480373,333167.4713
11928,5181,Hitchcock,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County,203969.23261720876,204505.83270128528,204511.77037325478,204328.9452
30484,5182,Blairsville,city,PA,PA,"Indiana, PA",Indiana County,146242.4024363664,147029.92397177036,147089.81377122656,146787.3801
827221,5183,Macedon,city,NY,NY,"Rochester, NY",Wayne County,297458.1638597708,298960.9645033227,300055.8739421514,298825.0008
49488,5184,Munhall,city,PA,PA,"Pittsburgh, PA",Allegheny County,140614.16340464304,140684.95943766416,140147.72507012132,140482.2826
36560,5184,Westlake,city,LA,LA,"Lake Charles, LA",Calcasieu Parish,165522.88696683047,165791.8053425953,166918.02597641188,166077.5728
45697,5186,Hayes,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Gloucester County,341659.7126267172,342387.3500574642,341777.6472294601,341941.57
21214,5187,West Caldwell,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,757051.5699645737,756858.6664218595,758083.793,757331.3431
832064,5188,Henrietta,city,NY,NY,"Rochester, NY",Monroe County,279252.99026883655,280754.4797590954,280955.49066100403,280320.9869
3639,5189,Benton City,city,WA,WA,"Kennewick-Richland, WA",Benton County,406676.5403333013,408447.2862007995,408413.63640053733,407845.821
23177,5190,Mount Kisco,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,646624.9296575998,649773.8585170098,652502.4743272985,649633.7542
33358,5191,Payette,city,ID,ID,"Ontario, OR-ID",Payette County,440780.2405086633,441846.8307366396,441774.4750438751,441467.1821
21318,5192,Wilmer,city,AL,AL,"Mobile, AL",Mobile County,205052.31072723903,206107.55504641324,206486.9096532627,205882.2585
36819,5193,Cottondale,city,AL,AL,"Tuscaloosa, AL",Tuscaloosa County,174970.69239286266,173678.05780967686,172100.8676355389,173583.2059
33665,5193,Ridley Park,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Delaware County,297960.32572340005,298692.04571839236,298885.5501084109,298512.6405
51467,5195,Cocoa Beach,city,FL,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County,472561.4998779663,472920.5840290028,473136.8114611471,472872.9651
51158,5196,Brookings,city,OR,OR,"Brookings, OR",Curry County,490915.58765402273,488565.32098185195,485710.8691965393,488397.2593
399264,5197,Windsor,city,WI,WI,"Madison, WI",Dane County,501065.8251747749,502261.00879951724,502235.9769166175,501854.2703
17916,5197,Edinboro,city,PA,PA,"Erie, PA",Erie County,263479.0645661138,265249.66706884373,265970.0549090985,264899.5955
42113,5197,Belpre,city,OH,OH,"Marietta, OH",Washington County,183144.09749383337,183563.7878284233,184231.1091105727,183646.3315
35138,5200,Brandon,city,SD,SD,"Sioux Falls, SD",Minnehaha County,380345.1673067229,381287.1057488522,381233.3814177085,380955.2182
57023,5201,Rochester,city,WA,WA,"Olympia-Lacey-Tumwater, WA",Thurston County,513429.03488014004,514153.1934019494,513261.6740742918,513614.6341
17832,5202,Duncansville,city,PA,PA,"Altoona, PA",Blair County,230365.2518189098,231558.80111313352,231742.1003471767,231222.0511
24144,5203,Cochran,city,GA,GA,"Macon-Bibb County, GA",Bleckley County,148620.60252730484,149699.76931968477,149351.6723766824,149224.0147
39609,5204,Manville,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,461452.96217066376,462514.8739764941,462529.68726402987,462165.8411
47179,5205,Polson,city,MT,MT,,Lake County,565839.7197033052,566024.8687626229,566284.2648997729,566049.6178
15118,5206,Franklinville,city,NJ,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Gloucester County,356163.59855908813,356692.29482351796,356573.45138129516,356476.4483
52809,5207,Knox,city,IN,IN,,Starke County,204976.38897159303,206038.58094882313,206210.98598331757,205741.9853
34229,5208,Tamaqua,city,PA,PA,"Pottsville, PA",Schuylkill County,138458.75853748454,139024.52283209332,139484.26793643358,138989.1831
43833,5209,Ahoskie,city,NC,NC,,Hertford County,112668.92174034168,111573.20049859665,110165.9600751156,111469.3608
36689,5209,Blacksburg,city,SC,SC,"Gaffney, SC",Cherokee County,147295.33475699657,147045.02005902643,145993.18954982996,146777.8481
45919,5209,Jamul,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,1045628.3380220475,1047799.6930996355,1048258.298307859,1047228.776
22830,5212,Ruckersville,city,VA,VA,"Charlottesville, VA",Greene County,374918.0377373376,376118.2388357267,376463.40865458857,375833.2284
52344,5212,Grinnell,city,IA,IA,"Des Moines-West Des Moines, IA",Poweshiek County,194643.48996461675,195677.06245738736,196226.91247770493,195515.8216
10645,5214,Byram,city,MS,MS,"Jackson, MS",Hinds County,205980.48678852947,207909.27060824365,209417.9443391106,207769.2339
27446,5216,Totowa,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,613576.7106108709,613910.3245490937,614189.9420526366,613892.3257
397560,5217,Cottage Grove,city,WI,WI,"Madison, WI",Dane County,458157.9526846585,458649.9737144309,458408.35465027735,458405.427
55466,5218,Crossett,city,AR,AR,,Ashley County,82352.19844361806,80307.18760920933,78866.68882,80508.69162
21539,5219,Chapmanville,city,WV,WV,"Mount Gay-Shamrock, WV",Logan County,135044.0167781081,135973.48224415453,136213.7062387163,135743.7351
28324,5220,Cloverdale,city,CA,CA,"Santa Rosa-Petaluma, CA",Sonoma County,656940.7599959611,655133.0616848518,652975.9575244244,655016.5931
19029,5220,Linden,city,MI,MI,"Flint, MI",Genesee County,313017.9487140119,313436.9710637113,313570.71139506105,313341.8771
24579,5222,Ellisville,city,MO,MO,"St. Louis, MO-IL",Saint Louis County,385749.1139227883,387594.5180205272,388148.1776900704,387163.9365
397130,5223,Raymond,city,NH,NH,"Boston-Cambridge-Newton, MA-NH",Rockingham County,465432.5592064436,466249.3809556602,465966.6951063985,465882.8784
25863,5224,Merriam,city,KS,KS,"Kansas City, MO-KS",Johnson County,312420.0669628988,312590.36041943455,311995.2051323904,312335.2108
36794,5225,Columbiana,city,OH,OH,"Salem, OH",Columbiana County,226513.18339294184,227571.74634830665,227926.6148531343,227337.1815
34716,5226,Wellsboro,city,PA,PA,,Tioga County,235794.18096463906,237135.1227468154,237720.6239438638,236883.3092
22131,5227,Dupont,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,554829.8975505633,555341.9195,554083.6312843157,554751.8161
41200,5227,Templeton,city,CA,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,935220.7263767887,936810.2731,936883.1499778298,936304.7165
29836,5229,Stuarts Draft,city,VA,VA,"Staunton, VA",Augusta County,330263.5090782649,332088.3531141132,332770.6848813143,331707.5157
13652,5230,Saint Clair,city,MO,MO,"St. Louis, MO-IL",Franklin County,202937.30246816485,204402.64453408532,205298.93823265922,204212.9617
27859,5231,West Frankfort,city,IL,IL,"Carbondale-Marion, IL",Franklin County,90045.10241978243,90078.39126029599,89502.45795585595,89875.31721
395667,5232,Millstone Township,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,863253.5184298785,863203.9871412673,863926.9255,863461.477
52637,5233,Interlachen,city,FL,FL,"Palatka, FL",Putnam County,167598.62695187828,167162.4250301431,166513.01051902887,167091.3542
43250,5234,Social Circle,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Walton County,355459.534,355598.2408346669,355459.89058868814,355505.8885
28336,5234,Beachwood,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,435273.64251896087,436107.3525808009,436057.44054525794,435812.8119
8025,5236,Wyoming,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Anoka County,378814.70205151447,378709.3639167515,377976.0559551416,378500.0406
44074,5236,Beach Park,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Lake County,272012.82249175786,273277.95882987423,273530.68106055114,272940.4875
39298,5238,La Grange,city,TX,TX,,Fayette County,389012.03996561817,388627.6758919445,387754.3705424475,388464.6955
14868,5239,Centreville,city,MD,MD,"Baltimore-Columbia-Towson, MD",Queen Annes County,506053.7851525975,507874.4166042579,508523.03426438366,507483.7453
50968,5240,Benton,city,IL,IL,,Franklin County,103762.15077536623,103295.59904562951,102816.79714015995,103291.5157
40562,5241,Richmond Heights,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,228856.14561937342,229133.68532301066,229387.66367363455,229125.8315
10307,5241,Beaufort,city,NC,NC,"Morehead City, NC",Carteret County,405153.2448425234,404672.05816348543,403267.0082249781,404364.1037
39902,5243,Mount Sinai,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,712282.3285681835,714840.4936982048,717013.6250246699,714712.1491
43966,5244,Atco,city,NJ,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,343299.5751362171,344865.14002779865,346096.0079334342,344753.5744
33092,5245,New Richmond,city,OH,OH,"Cincinnati, OH-KY-IN",Clermont County,279373.1124010621,281987.8512086703,283440.96579866955,281600.6431
32058,5246,Holly Springs,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cherokee County,430893.2686446037,430534.5429629053,429681.94739688764,430369.9197
48565,5247,Woodbine,city,MD,MD,"Baltimore-Columbia-Towson, MD",Howard County,777427.9407,778531.2929125162,778546.6122187519,778168.6153
29422,5248,Taylorville,city,IL,IL,"Taylorville, IL",Christian County,115153.76514282364,116110.7907861958,116777.33184663282,116013.9626
36917,5249,Marshall,city,NC,NC,"Asheville, NC",Madison County,366803.46592505113,366779.6169967968,364466.66668309754,366016.5832
20114,5250,Reading,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,226371.07089166154,227562.20483227205,228096.7026948652,227343.3261
6728,5251,Rensselaer,city,IN,IN,"Chicago-Naperville-Elgin, IL-IN-WI",Jasper County,223698.20719682876,225654.07137187233,226785.95121129835,225379.4099
6763,5252,Ridgeville,city,SC,SC,"Charleston-North Charleston, SC",Dorchester County,381553.04501761944,383731.1088712818,384638.51098325214,383307.555
10961,5253,Corte Madera,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Marin County,1804792.8775562022,1802516.8800641291,1797632.9901329519,1801647.583
396561,5254,Muscoy,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,451881.0424610732,450011.5738,446872.3831721944,449588.3331
25522,5255,Laurinburg,city,NC,NC,"Laurinburg, NC",Scotland County,135622.87639077465,136386.87374359148,136557.9424112163,136189.2308
29833,5256,Vale,city,NC,NC,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,267650.0063545895,268754.2720945083,268660.2915840536,268354.8567
42361,5257,Graniteville,city,SC,SC,"Augusta-Richmond County, GA-SC",Aiken County,265665.7473641669,266911.34731152887,267713.3541747218,266763.483
40131,5258,Odenville,city,AL,AL,"Birmingham-Hoover, AL",Saint Clair County,250508.74586961247,250535.14366759345,249983.89769960233,250342.5957
126626,5259,Westwood Lake,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,652927.4028,653292.8509,651979.0020554331,652733.0853
43702,5260,Haleyville,city,AL,AL,,Winston County,117736.57384024684,118760.15290495266,118913.49060348514,118470.0724
39684,5261,Maynard,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,589657.3026023369,591254.5312,592514.8604,591142.2314
18292,5262,Glen Head,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,1241013.7414549994,1246388.5420957867,1254100.6199125927,1247167.634
53767,5263,Owings,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,597489.0331850102,596614.2142171199,595323.9106246261,596475.7193
8702,5264,Jeanerette,city,LA,LA,"Lafayette, LA",Iberia Parish,86312.47141,87621.61731442508,88209.75439,87381.28104
398466,5265,Milton,city,VT,VT,"Burlington-South Burlington, VT",Chittenden County,455463.09606326296,453401.9760031186,451254.3235191344,453373.1319
41601,5266,Webster,city,FL,FL,"The Villages, FL",Sumter County,297709.2009062358,298247.47457200935,298446.3568336577,298134.3441
16447,5266,Millersville,city,PA,PA,"Lancaster, PA",Lancaster County,333237.5973722062,334545.33865081123,335074.16287683515,334285.6996
34655,5268,Warr Acres,city,OK,OK,"Oklahoma City, OK",Oklahoma County,179922.38371197172,179776.7568573628,179119.22573912676,179606.1221
3885,5269,Buhl,city,ID,ID,"Twin Falls, ID",Twin Falls County,343528.81883129425,345474.4269495005,346282.9428187389,345095.3962
40252,5270,Park Rapids,city,MN,MN,,Hubbard County,298666.99135645817,299052.15914542525,298800.77440342546,298839.975
44488,5271,Catlettsburg,city,KY,KY,"Huntington-Ashland, WV-KY-OH",Boyd County,122544.38960691927,124513.88104600018,126031.3061209612,124363.1923
40315,5271,Peru,city,IL,IL,"Ottawa, IL",La Salle County,164413.72312933396,165369.84165778686,165848.5750895394,165210.7133
47231,5273,Preston,city,ID,ID,"Logan, UT-ID",Franklin County,415920.1146993755,418664.7885570132,419977.1877738566,418187.3637
13436,5273,Rancho Santa Fe,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4306970.3829101045,4297893.418062766,4296466.862381494,4300443.554
13827,5275,Shorewood,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,756771.0382117126,757009.2639529927,755537.0341,756439.1121
49634,5276,Newville,city,PA,PA,"Harrisburg-Carlisle, PA",Cumberland County,298385.63111961033,299552.7013037379,299906.8387701428,299281.7237
12777,5276,Moberly,city,MO,MO,"Moberly, MO",Randolph County,147878.21020385218,148586.51712695297,149139.5336020277,148534.7536
32248,5276,Jordan,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Scott County,431057.18972178776,432779.6000362406,433366.73898630444,432401.1762
397161,5279,Monitor,city,MI,MI,"Bay City, MI",Bay County,215703.31402383512,216572.2506202676,217245.7610027762,216507.1085
7257,5280,Stevensville,city,MD,MD,"Baltimore-Columbia-Towson, MD",Queen Annes County,528672.8238168601,529600.9408924822,530047.0181407979,529440.261
7311,5280,Summersville,city,WV,WV,,Nicholas County,169721.47677833086,171079.90172125437,171969.9584018089,170923.779
46881,5282,Old Town,city,FL,FL,,Dixie County,198270.87286572848,199404.18293189528,199637.8171338479,199104.291
26771,5283,Rising Sun,city,MD,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,375318.7118988905,376972.8732281777,377756.2890851635,376682.6247
54456,5284,Somers Point,city,NJ,NJ,"Atlantic City-Hammonton, NJ",Atlantic County,389022.9140543264,390212.43897813366,391303.7515237417,390179.7015
19297,5284,Medina,city,NY,NY,"Rochester, NY",Orleans County,158922.84232785206,158655.5765414574,158093.0405,158557.1531
29497,5286,Titusville,city,PA,PA,"Oil City, PA",Venango County,106996.01594576404,106110.79858888917,105175.75644236042,106094.1903
39879,5287,Morro Bay,city,CA,CA,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,960155.3274184046,956724.1442943787,951546.4237992908,956141.9652
36732,5288,Sayre,city,PA,PA,"Sayre, PA",Bradford County,180148.2755448188,180478.51048294536,180406.10381152734,180344.2966
51365,5289,Chatham,city,IL,IL,"Springfield, IL",Sangamon County,283334.4189373879,283860.03442040825,284585.8226513155,283926.7587
8806,5290,Pulaski,city,WI,WI,"Shawano, WI",Shawano County,345987.4867409004,348399.0624134349,349539.3517243643,347975.3003
11823,5292,Hartford,city,VT,VT,"Lebanon, NH-VT",Windsor County,408812.8240399133,407380.36759337643,406951.18215996615,407714.7913
49369,5293,Harlem,city,GA,GA,"Augusta-Richmond County, GA-SC",Columbia County,278676.70147797983,278967.98873882974,278575.57827749936,278740.0895
16400,5294,Lyons,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,267037.8441,266552.10716009414,266387.2143768069,266659.0552
39424,5295,Lighthouse Point,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,781034.9836799022,782519.2023324397,782003.7946538752,781852.6602
23696,5296,Beverly Hills,city,MI,MI,"Detroit-Warren-Dearborn, MI",Oakland County,535325.5976665264,536320.1076428721,536335.6377858715,535993.781
44652,5296,Clinton,city,NY,NY,"Utica-Rome, NY",Oneida County,275851.6911,276794.75897311576,277151.8555525983,276599.4352
119344,5298,Castle Pines,city,CO,CO,"Denver-Aurora-Lakewood, CO",Douglas County,923852.3300344659,920960.4870220367,917854.2891408744,920889.0354
10192,5300,Ashville,city,OH,OH,"Columbus, OH",Pickaway County,341544.83680523647,342368.71323116106,342189.5223110093,342034.3574
