RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,RentPriceAverage
25495,920,Lancaster,city,OH,OH,"Columbus, OH",Fairfield County,1550.4166666666667
11455,921,Florence,city,AL,AL,"Florence-Muscle Shoals, AL",Lauderdale County,1280.7142857142856
53250,922,Medford,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Middlesex County,3317.719507958222
50704,923,Altamonte Springs,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County,1678.443094916779
30760,924,Carlisle,city,PA,PA,"Harrisburg-Carlisle, PA",Cumberland County,1608.7380952380954
26483,925,Pico Rivera,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2600.1
24420,926,Downers Grove,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2447.1011904761904
46339,927,Lufkin,city,TX,TX,"Lufkin, TX",Angelina County,1137.5
16989,928,Bentonville,city,AR,AR,"Fayetteville-Springdale-Rogers, AR",Benton County,1800.1051093514332
53643,929,Novato,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Marin County,3492.4277777777775
6562,930,Pontiac,city,MI,MI,"Detroit-Warren-Dearborn, MI",Oakland County,1340.1805555555557
38465,931,Fairbanks,city,AK,AK,"Fairbanks, AK",Fairbanks North Star Borough,1763.3333333333333
43088,932,Wylie,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,2032.514880952381
45164,933,Encinitas,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,4413.108301800253
13693,934,San Clemente,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3331.150921658986
21195,935,Wellington,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,3216.0624431448996
53273,936,Meridian,city,MS,MS,"Meridian, MS",Lauderdale County,1519.3333333333333
45565,937,Greenwich,city,CT,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,4561.683177933178
41675,937,Westminster,city,MD,MD,"Baltimore-Columbia-Towson, MD",Carroll County,1660.5
5043,939,Hamden,city,CT,CT,"New Haven-Milford, CT",New Haven County,2129.8137651821867
398893,941,Piscataway,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,2607.714285714286
4948,942,Grand Forks,city,ND,ND,"Grand Forks, ND-MN",Grand Forks County,1230.2521367521367
28195,943,Chambersburg,city,PA,PA,"Chambersburg-Waynesboro, PA",Franklin County,1357.222222222222
45398,944,Gardena,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2392.4880952380954
37015,945,Azusa,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2540.446428571429
26225,946,Novi,city,MI,MI,"Detroit-Warren-Dearborn, MI",Oakland County,1634.0076923076922
6021,947,Monterey Park,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2916.7666666666664
4426,948,Dublin,city,OH,OH,"Columbus, OH",Franklin County,1836.6111642743224
19410,949,Mishawaka,city,IN,IN,"South Bend-Mishawaka, IN-MI",Saint Joseph County,1257.716931216931
17172,950,Bristol,city,CT,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,1610
30829,951,Chantilly,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,3114.269841269841
45966,952,Joplin,city,MO,MO,"Joplin, MO",Jasper County,1159.3379629629628
27378,953,Taylorsville,city,UT,UT,"Salt Lake City, UT",Salt Lake County,2101.569444444445
47526,954,Saint Peters,city,MO,MO,"St. Louis, MO-IL",Saint Charles County,1720.4846153846154
12067,955,Irvington,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,2033.9120370370372
31506,956,Fairfield,city,CT,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,4029.922222222222
34721,957,West Allis,city,WI,WI,"Milwaukee-Waukesha, WI",Milwaukee County,1199.5291005291003
13265,958,Petersburg,city,VA,VA,"Richmond, VA",Dinwiddie County,1256.6967592592594
26091,959,New Castle,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,1638.4920634920634
17317,960,Carrollton,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,1528.9722222222224
32500,961,Lima,city,OH,OH,"Lima, OH",Allen County,1113.3333333333333
11738,962,Griffin,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Spalding County,1357.0470085470085
20164,963,Richland,city,WA,WA,"Kennewick-Richland, WA",Benton County,1730.065705128205
6229,964,North Miami,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2493.1099267399272
55748,965,Lansdale,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Montgomery County,2025.7377622377624
19321,966,Meriden,city,CT,CT,"New Haven-Milford, CT",New Haven County,1917.8333333333333
20883,967,Union,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Union County,2597.825396825397
6032,968,Moore,city,OK,OK,"Oklahoma City, OK",Cleveland County,1542.5370370370372
25146,969,Hoboken,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,3722.009242674405
54212,970,Rosemead,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2798.3333333333335
20782,971,Texarkana,city,TX,TX,"Texarkana, TX-AR",Bowie County,1359.722222222222
398963,972,Manchester,city,CT,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,1820.4368686868686
19078,973,Lompoc,city,CA,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County,2451.664021164021
136166,974,Coeur d'Alene,city,ID,ID,"Coeur d'Alene, ID",Kootenai County,1841.927156177156
31861,975,Greensburg,city,PA,PA,"Pittsburgh, PA",Westmoreland County,1001.111111111111
6781,976,Riverdale,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Clayton County,1749.3254281949933
52480,977,Helena,city,MT,MT,"Helena, MT",Lewis and Clark County,1491.25
24682,978,Farmington,city,NM,NM,"Farmington, NM",San Juan County,1286.111111111111
6267,979,Oak Lawn,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1572.8333333333333
38049,979,Covington,city,LA,LA,"New Orleans-Metairie, LA",Saint Tammany Parish,1511.1664724164723
5710,981,Loveland,city,OH,OH,"Cincinnati, OH-KY-IN",Clermont County,1798.388888888889
853909,982,Saint Johns,city,FL,FL,"Jacksonville, FL",Saint Johns County,2176.893137254902
9969,983,Tinley Park,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1987.2222222222224
15894,984,Wheaton,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2120.201851851852
38742,985,Goose Creek,city,SC,SC,"Charleston-North Charleston, SC",Berkeley County,1903.9468864468863
830736,986,Hempstead,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,3337
26102,987,New Iberia,city,LA,LA,"Lafayette, LA",Iberia Parish,1242.5
38809,988,Gretna,city,LA,LA,"New Orleans-Metairie, LA",Jefferson Parish,1670
27374,989,Taunton,city,MA,MA,"Providence-Warwick, RI-MA",Bristol County,2131.5833333333335
24544,990,Edmonds,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2185.523122710623
31172,991,Danville,city,VA,VA,"Danville, VA",Pittsylvania County,1206.6666666666667
21472,992,Annandale,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2553.8222222222225
21685,993,Bayonne,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2251.959139784946
41319,994,Twin Falls,city,ID,ID,"Twin Falls, ID",Twin Falls County,1676.5238095238094
46105,995,Lake Havasu City,city,AZ,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,1835.7616427432215
52262,996,Goshen,city,IN,IN,"Elkhart-Goshen, IN",Elkhart County,966.9444444444443
5371,997,Kalispell,city,MT,MT,"Kalispell, MT",Flathead County,2048.888888888889
38134,998,Danville,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,4309.325396825397
33258,1000,Ormond Beach,city,FL,FL,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,2170.240740740741
6855,1001,Royal Oak,city,MI,MI,"Detroit-Warren-Dearborn, MI",Oakland County,2088.509189640769
46465,1002,McLean,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2739.988679245283
46954,1003,Paducah,city,KY,KY,"Paducah, KY-IL",McCracken County,1480
4281,1004,Cupertino,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3965.9451348278103
15128,1005,Kernersville,city,NC,NC,"Winston-Salem, NC",Forsyth County,1925.9888888888888
54450,1006,Smyrna,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,1793.4143217893218
53487,1007,National City,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2345.5833333333335
27272,1008,Stillwater,city,OK,OK,"Stillwater, OK",Payne County,1260.858585858586
126392,1009,The Hammocks,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2377.130183
7797,1010,Waxahachie,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Ellis County,1819.9979296066251
39899,1011,Mount Prospect,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1738.7
25550,1012,Lenexa,city,KS,KS,"Kansas City, MO-KS",Johnson County,1588.6032388663969
47252,1013,Punta Gorda,city,FL,FL,"Punta Gorda, FL",Charlotte County,2282.771885521886
17050,1014,Blacksburg,city,VA,VA,"Blacksburg-Christiansburg, VA",Montgomery County,1903.6117216117216
39996,1015,Newark,city,OH,OH,"Columbus, OH",Licking County,1579.8999999999999
395552,1016,Freehold,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,2693.1190476190477
30233,1017,Apache Junction,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1712.527777777778
12560,1018,Margate,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2082.857575757576
32180,1020,Jackson,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Ocean County,3154.444444444445
30785,1021,Castro Valley,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2796.9470899470894
7433,1022,Titusville,city,FL,FL,"Palm Bay-Melbourne-Titusville, FL",Brevard County,1744.9715099715097
28595,1023,Leesburg,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Lake County,1468.902777777778
395489,1024,Princeton,city,NJ,NJ,"Trenton-Princeton, NJ",Mercer County,3442.601190476191
38718,1025,Glenview,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2813.2015873015866
6943,1026,Santee,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2997.310606060606
44918,1027,Desoto,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,2127.0740740740744
833819,1028,Bensalem,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,1889.6222222222223
5834,1029,Mason,city,OH,OH,"Cincinnati, OH-KY-IN",Warren County,2061.435497835498
11564,1030,Gallatin,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Sumner County,1652.8125
46039,1031,Kingman,city,AZ,AZ,"Lake Havasu City-Kingman, AZ",Mohave County,1510.7142857142856
5411,1032,Kettering,city,OH,OH,"Dayton-Kettering, OH",Montgomery County,1254.5
12716,1033,Midwest City,city,OK,OK,"Oklahoma City, OK",Oklahoma County,1229.436507936508
37971,1034,Colton,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,1857.264021164021
50985,1035,Berwyn,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1364.9305555555554
10627,1036,Burlington,city,NC,NC,"Burlington, NC",Alamance County,1387.3888888888887
8384,1037,Fountain Valley,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2868.6375661375664
9662,1038,Oregon City,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,1908.1333333333334
30527,1039,Bonita Springs,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,2649.0677615775653
27771,1040,Warren,city,OH,OH,"Youngstown-Warren-Boardman, OH-PA",Trumbull County,943.75
10264,1041,Bartlett,city,TN,TN,"Memphis, TN-MS-AR",Shelby County,2026.814393939394
14603,1042,Weymouth,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Norfolk County,2424.305555555555
53381,1043,Monroe,city,NC,NC,"Charlotte-Concord-Gastonia, NC-SC",Union County,2020.949494949495
4151,1044,Coconut Creek,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2310.0229551150605
50450,1045,Olive Branch,city,MS,MS,"Memphis, TN-MS-AR",DeSoto County,1920.0860805860805
20252,1046,Roswell,city,NM,NM,"Roswell, NM",Chaves County,1316.6666666666667
43956,1047,Asheboro,city,NC,NC,"Greensboro-High Point, NC",Randolph County,982.5555555555557
54409,1048,Shoreline,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2072.9100383141763
45644,1049,Hanover,city,PA,PA,"York-Hanover, PA",York County,1391.6666666666667
52547,1050,Hollister,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,3117.1111111111113
14730,1051,Wyoming,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,1343.611111111111
28948,1052,Owings Mills,city,MD,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,1792.197860962567
56814,1053,Somerset,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Somerset County,2631.595238095238
51208,1054,Butler,city,PA,PA,"Pittsburgh, PA",Butler County,903
39306,1055,La Puente,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2447.5
399297,1056,Muskegon,city,MI,MI,"Muskegon, MI",Muskegon County,1234.8333333333333
37464,1057,Blue Springs,city,MO,MO,"Kansas City, MO-KS",Jackson County,1738.4537037037037
54111,1058,Revere,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2794.9947708344152
32955,1059,Morristown,city,TN,TN,"Morristown, TN",Hamblen County,1567.5
5445,1060,Klamath Falls,city,OR,OR,"Klamath Falls, OR",Klamath County,1194.1666666666667
39967,1061,New Brunswick,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,2770.1635729847494
11274,1062,El Centro,city,CA,CA,"El Centro, CA",Imperial County,1950
29898,1063,Delaware,city,OH,OH,"Columbus, OH",Delaware County,1888.0849206349205
52285,1064,Grand Island,city,NE,NE,"Grand Island, NE",Hall County,1299.3333333333333
14501,1065,Wausau,city,WI,WI,"Wausau-Weston, WI",Marathon County,933.0357142857143
4854,1066,Garner,city,NC,NC,"Raleigh-Cary, NC",Wake County,1814.607843137255
39775,1067,Middleburg,city,FL,FL,"Jacksonville, FL",Clay County,1981.051282051282
48433,1068,West Monroe,city,LA,LA,"Monroe, LA",Ouachita Parish,974
28066,1069,Zanesville,city,OH,OH,"Zanesville, OH",Muskingum County,1144.7222222222224
13364,1070,Port Arthur,city,TX,TX,"Beaumont-Port Arthur, TX",Jefferson County,1098.3809523809523
29143,1071,Lincoln,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Placer County,2892.6190476190477
33306,1072,Palm Desert,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2728.4307017543856
31119,1073,Crossville,city,TN,TN,"Crossville, TN",Cumberland County,1716.6666666666667
30872,1074,Chicopee,city,MA,MA,"Springfield, MA",Hampden County,1688.75
30219,1075,Anderson,city,IN,IN,"Indianapolis-Carmel-Anderson, IN",Madison County,976.6541606541606
3425,1076,Apple Valley,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Dakota County,1971.638888888889
51464,1077,Coatesville,city,PA,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Chester County,1922.2222222222224
10068,1078,Alexandria,city,LA,LA,"Alexandria, LA",Rapides Parish,1133.888888888889
27808,1079,Wayne,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,2724.1666666666665
52082,1081,Fort Walton Beach,city,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,1827.1634793505502
23533,1082,Athens,city,AL,AL,"Huntsville, AL",Limestone County,1475.0416666666667
23635,1083,Beaumont,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2791.1111111111113
23302,1084,Brookhaven,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Dekalb County,1872.0965850596358
33151,1085,North Fort Myers,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,1913.5333333333335
29592,1086,Spanaway,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,2735.023809523809
24265,1087,Crestview,city,FL,FL,"Crestview-Fort Walton Beach-Destin, FL",Okaloosa County,1848.2142857142856
47071,1089,Perth Amboy,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Middlesex County,2675
55296,1090,Zephyrhills,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,1939.2574074074075
831683,1091,Newburgh,city,NY,NY,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,1967.5595238095239
25383,1092,Kentwood,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,1908.3333333333333
25646,1093,Longwood,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Seminole County,2021.004357298475
51487,1094,Collierville,city,TN,TN,"Memphis, TN-MS-AR",Shelby County,1795.1861111111111
25733,1095,Mankato,city,MN,MN,"Mankato, MN",Blue Earth County,1444.9761904761906
27957,1096,Williamsville,city,NY,NY,"Buffalo-Cheektowaga, NY",Erie County,1991.388888888889
33022,1097,Nacogdoches,city,TX,TX,"Nacogdoches, TX",Nacogdoches County,1159.5
12765,1098,Minot,city,ND,ND,"Minot, ND",Ward County,909.0750915750915
20220,1099,Rocky Mount,city,NC,NC,"Rocky Mount, NC",Nash County,1363.5582010582011
23770,1100,Bonney Lake,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,2521.803571428571
11626,1101,Glendora,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2963.3825396825396
26088,1102,New Bern,city,NC,NC,"New Bern, NC",Craven County,1589.3703703703702
33758,1104,Rowlett,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1815.220573
6268,1105,Oak Park,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1942.2998102466793
6919,1106,San Jacinto,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2531.1666666666665
398881,1108,Grand Blanc,city,MI,MI,"Flint, MI",Genesee County,1818.75
19375,1109,Mililani,city,HI,HI,"Urban Honolulu, HI",Honolulu County,2709.002525252525
45602,1110,Hacienda Heights,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3004.9555555555557
38520,1111,Findlay,city,OH,OH,"Findlay, OH",Hancock County,1316.7777777777776
240237,1112,Millcreek,city,UT,UT,"Salt Lake City, UT",Salt Lake County,1528.7380952380954
39864,1113,Morganton,city,NC,NC,"Hickory-Lenoir-Morganton, NC",Burke County,1350
13772,1114,Seminole,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2429.6080586080584
52840,1115,Lagrange,city,GA,GA,"LaGrange, GA-AL",Troup County,1266.4461538461537
41665,1116,West Sacramento,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Yolo County,2247.7893612235716
832068,1117,Webster,city,NY,NY,"Rochester, NY",Monroe County,1839.7132034632034
26431,1118,Peabody,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,2799.7666666666664
21417,1119,Yucaipa,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2329.5944444444444
44836,1120,Dacula,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2510.723905723906
39834,1121,Monroe,city,MI,MI,"Monroe, MI",Monroe County,1125
27016,1122,Sebring,city,FL,FL,"Sebring-Avon Park, FL",Highlands County,1591.7182539682537
29513,1123,Rosenberg,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1791.4729344729346
27864,1124,West Haven,city,CT,CT,"New Haven-Milford, CT",New Haven County,1898.4166666666667
6507,1125,Pine Hills,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Orange County,1894.625
16520,1125,Donna,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,802
44490,1127,Catonsville,city,MD,MD,"Baltimore-Columbia-Towson, MD",Baltimore County,1759.7666666666667
45983,1128,Kapolei,city,HI,HI,"Urban Honolulu, HI",Honolulu County,3157.6076923076926
6395,1129,Paramount,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2260.633333333333
4622,1130,Evans,city,GA,GA,"Augusta-Richmond County, GA-SC",Columbia County,1949.8737373737374
6884,1131,Saint Clair Shores,city,MI,MI,"Detroit-Warren-Dearborn, MI",Macomb County,1599.4444444444443
4520,1132,Edina,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1844.070709382151
4271,1133,Crystal Lake,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",McHenry County,1984.8333333333333
12426,1134,Lombard,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2048.933002796847
12579,1135,Marrero,city,LA,LA,"New Orleans-Metairie, LA",Jefferson Parish,1665.2777777777776
17948,1136,Elizabethtown,city,KY,KY,"Elizabethtown-Fort Knox, KY",Hardin County,1511.6666666666667
396491,1137,Kailua,city,HI,HI,"Urban Honolulu, HI",Honolulu County,3402.394781144781
18124,1138,Florence,city,KY,KY,"Cincinnati, OH-KY-IN",Boone County,1630.5661375661377
12936,1139,New Castle,city,PA,PA,"New Castle, PA",Lawrence County,988.8888889
15796,1140,Methuen,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Essex County,2636.0833333333335
36529,1141,West New York,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,2967.351659
3699,1143,Bloomfield,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,2298.3295454545455
13127,1144,Oroville,city,CA,CA,"Chico, CA",Butte County,1385.4166666666667
11022,1145,Cuyahoga Falls,city,OH,OH,"Akron, OH",Summit County,1442.6000000000001
26531,1146,Placentia,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2764.8944444444446
46503,1147,Mentor,city,OH,OH,"Cleveland-Elyria, OH",Lake County,1888.888888888889
11400,1148,Fallbrook,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2996.3888888888887
398097,1149,Sheboygan,city,WI,WI,"Sheboygan, WI",Sheboygan County,1057.888888888889
4841,1150,Galveston,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Galveston County,1424.4182647733371
28485,1151,Highland,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2577.25
38289,1152,East Lansing,city,MI,MI,"Lansing-East Lansing, MI",Ingham County,1785
181663,1153,Fuquay Varina,city,NC,NC,"Fayetteville, NC",Harnett County,2090.849747474748
42464,1154,Draper,city,UT,UT,"Salt Lake City, UT",Salt Lake County,1700.0378510378512
16117,1155,Sicklerville,city,NJ,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Camden County,2135.416666666667
53590,1156,Normal,city,IL,IL,"Bloomington, IL",McLean County,1544.888888888889
398673,1158,Plymouth,city,MA,MA,"Boston-Cambridge-Newton, MA-NH",Plymouth County,2711.3063973063972
44081,1159,Beaufort,city,SC,SC,"Hilton Head Island-Bluffton, SC",Beaufort County,1957.6074074074074
30338,1160,Ballwin,city,MO,MO,"St. Louis, MO-IL",Saint Louis County,2100.722222222222
39329,1161,Lake Stevens,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,2860.7453703703704
32262,1162,Kannapolis,city,NC,NC,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,1545.8208333333332
12608,1163,Massapequa,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Nassau County,3815
54002,1164,Prescott Valley,city,AZ,AZ,"Prescott Valley-Prescott, AZ",Yavapai County,1838.3690476190477
52847,1165,Lake City,city,FL,FL,"Lake City, FL",Columbia County,1515.5555555555557
6043,1166,Morgan Hill,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3585.180555555555
13587,1167,Roseburg,city,OR,OR,"Roseburg, OR",Douglas County,1367.7222222222224
11664,1168,Granbury,city,TX,TX,"Granbury, TX",Hood County,1692.9444444444443
46076,1169,Kyle,city,TX,TX,"Austin-Round Rock-Georgetown, TX",Hays County,1723.0855763455766
11481,1170,Forney,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Kaufman County,2025.100768049155
8154,1171,Boerne,city,TX,TX,"San Antonio-New Braunfels, TX",Kendall County,1436.9238095238095
11520,1172,Frankfort,city,KY,KY,"Frankfort, KY",Franklin County,990.4583333333334
11328,1173,Enid,city,OK,OK,"Enid, OK",Garfield County,1150.0396825396826
827066,1174,Lockport,city,NY,NY,"Buffalo-Cheektowaga, NY",Niagara County,1016
44833,1175,Cypress,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3024.694444444445
14016,1176,Stratford,city,CT,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,2233.1190476190477
45324,1177,Fort Washington,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,1653.2852813852815
24384,1178,Diamond Bar,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3401.6885521885524
52334,1179,Greenwood,city,SC,SC,"Greenwood, SC",Greenwood County,853.3333333333334
27079,1180,Sherman,city,TX,TX,"Sherman-Denison, TX",Grayson County,1566.5067155067154
26512,1181,Pinellas Park,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2063.194444444445
37086,1182,Aliso Viejo,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3336.234424995295
17871,1183,East Hartford,city,CT,CT,"Hartford-East Hartford-Middletown, CT",Hartford County,1408.8333333333335
5302,1184,Issaquah,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2800.840897927105
39503,1185,Longview,city,WA,WA,"Longview, WA",Cowlitz County,1413.5523809523809
38766,1186,Grapevine,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,1748.5615338164253
3615,1187,Belleville,city,IL,IL,"St. Louis, MO-IL",Saint Clair County,1001.2626262626263
12751,1188,Milwaukie,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,1819.6605339105338
20414,1189,Seguin,city,TX,TX,"San Antonio-New Braunfels, TX",Guadalupe County,1532.625
34718,1190,Wentzville,city,MO,MO,"St. Louis, MO-IL",Saint Charles County,1724.6650793650795
17150,1192,Brea,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2697.637566137566
52391,1193,Hammond,city,LA,LA,"Hammond, LA",Tangipahoa Parish,1236.1574074074074
13419,1194,Quincy,city,IL,IL,"Quincy, IL-MO",Adams County,980.8333333333334
34870,1195,Windermere,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Orange County,2438.206765314822
